Date;Mnemo;Nom_court;Cours_rfrnc
16/01/2025;BANGE;BANGE;207300
16/01/2025;SCGRE;SCG-Re;21000
21/01/2025;SEMC;SEMC;46999
21/01/2025;SAF;SAFACAM;26300
21/01/2025;SOCAP;SOCAPALM;45700
21/01/2025;REG;LAREGIONALE;42500
21/01/2025;BANGE;BANGE;207300
21/01/2025;SCGRE;SCG-Re;21000
17/01/2025;SEMC;SEMC;46999
17/01/2025;SAF;SAFACAM;26300
17/01/2025;SOCAP;SOCAPALM;46000
17/01/2025;REG;LAREGIONALE;42500
17/01/2025;BANGE;BANGE;207300
17/01/2025;SCGRE;SCG-Re;21000
17/01/2025;SAF;SAFACAM;26300
17/01/2025;SOCAP;SOCAPALM;45700
17/01/2025;REG;LAREGIONALE;42500
17/01/2025;SCGRE;SCG-Re;21000
22/01/2025;SEMC;SEMC;46999
22/01/2025;SAF;SAFACAM;26300
22/01/2025;SOCAP;SOCAPALM;45700
22/01/2025;REG;LAREGIONALE;42500
22/01/2025;BANGE;BANGE;207300
22/01/2025;SCGRE;SCG-Re;21500
23/01/2025;SEMC;SEMC;46999
23/01/2025;SAF;SAFACAM;26500
23/01/2025;SOCAP;SOCAPALM;45700
23/01/2025;REG;LAREGIONALE;42500
23/01/2025;BANGE;BANGE;207300
23/01/2025;SCGRE;SCG-Re;21500
27/01/2025;SEMC;SEMC;46999
27/01/2025;SAF;SAFACAM;26500
27/01/2025;SOCAP;SOCAPALM;45700
27/01/2025;REG;LAREGIONALE;42500
27/01/2025;BANGE;BANGE;207300
27/01/2025;SCGRE;SCG-Re;21500
24/01/2025;SEMC;SEMC;46999
24/01/2025;SAF;SAFACAM;26500
24/01/2025;SOCAP;SOCAPALM;45700
24/01/2025;REG;LAREGIONALE;42500
24/01/2025;BANGE;BANGE;207300
24/01/2025;SCGRE;SCG-Re;21500
28/01/2025;SEMC;SEMC;46999
28/01/2025;SAF;SAFACAM;26500
28/01/2025;SOCAP;SOCAPALM;45700
28/01/2025;REG;LAREGIONALE;42500
28/01/2025;BANGE;BANGE;207300
28/01/2025;SCGRE;SCG-Re;21500
29/01/2025;SEMC;SEMC;46999
29/01/2025;SAF;SAFACAM;26500
29/01/2025;SOCAP;SOCAPALM;45700
29/01/2025;REG;LAREGIONALE;42500
29/01/2025;BANGE;BANGE;207300
29/01/2025;SCGRE;SCG-Re;21500
30/01/2025;SEMC;SEMC;46999
30/01/2025;SAF;SAFACAM;26500
30/01/2025;SOCAP;SOCAPALM;43500
30/01/2025;REG;LAREGIONALE;42500
30/01/2025;BANGE;BANGE;207300
30/01/2025;SCGRE;SCG-Re;21500
03/02/2025;SEMC;SEMC;46999
03/02/2025;SAF;SAFACAM;26500
03/02/2025;SOCAP;SOCAPALM;43500
03/02/2025;REG;LAREGIONALE;42500
03/02/2025;BANGE;BANGE;207300
03/02/2025;SCGRE;SCG-Re;21500
31/01/2025;SEMC;SEMC;46999
31/01/2025;SAF;SAFACAM;26500
31/01/2025;SOCAP;SOCAPALM;43500
31/01/2025;REG;LAREGIONALE;42500
31/01/2025;BANGE;BANGE;207300
31/01/2025;SCGRE;SCG-Re;21500
04/02/2025;SEMC;SEMC;46999
04/02/2025;SAF;SAFACAM;26500
04/02/2025;SOCAP;SOCAPALM;43500
04/02/2025;REG;LAREGIONALE;42500
04/02/2025;BANGE;BANGE;207300
04/02/2025;SCGRE;SCG-Re;21500
05/02/2025;SEMC;SEMC;46999
05/02/2025;SAF;SAFACAM;26500
05/02/2025;SOCAP;SOCAPALM;43500
05/02/2025;REG;LAREGIONALE;42500
05/02/2025;BANGE;BANGE;207300
05/02/2025;SCGRE;SCG-Re;21500
07/02/2025;SEMC;SEMC;46000
07/02/2025;SAF;SAFACAM;26500
07/02/2025;SOCAP;SOCAPALM;43500
07/02/2025;REG;LAREGIONALE;42000
07/02/2025;BANGE;BANGE;207300
07/02/2025;SCGRE;SCG-Re;21500
06/02/2025;SEMC;SEMC;46999
06/02/2025;SAF;SAFACAM;26500
06/02/2025;SOCAP;SOCAPALM;43500
06/02/2025;REG;LAREGIONALE;42000
06/02/2025;BANGE;BANGE;207300
06/02/2025;SCGRE;SCG-Re;21500
12/02/2025;SEMC;SEMC;46000
12/02/2025;SAF;SAFACAM;26500
12/02/2025;SOCAP;SOCAPALM;43500
12/02/2025;REG;LAREGIONALE;42000
12/02/2025;BANGE;BANGE;207300
12/02/2025;SCGRE;SCG-Re;21500
13/02/2025;SEMC;SEMC;46000
13/02/2025;SAF;SAFACAM;26500
13/02/2025;SOCAP;SOCAPALM;43500
13/02/2025;REGL;LAREGIONALE;42000
13/02/2025;BANGE;BANGE;207300
13/02/2025;SCGRE;SCG-Re;21500
14/02/2025;SEMC;SEMC;46000
14/02/2025;SAF;SAFACAM;26500
14/02/2025;SOCAP;SOCAPALM;43499
14/02/2025;REGL;LAREGIONALE;42500
14/02/2025;BANGE;BANGE;207300
14/02/2025;SCGRE;SCG-Re;21500
17/02/2025;SEMC;SEMC;46000
17/02/2025;SAF;SAFACAM;26500
17/02/2025;SOCAP;SOCAPALM;43499
17/02/2025;REGL;LAREGIONALE;42500
17/02/2025;BANGE;BANGE;207300
17/02/2025;SCGRE;SCG-Re;21500
19/02/2025;SEMC;SEMC;46000
19/02/2025;SAF;SAFACAM;26500
19/02/2025;SOCAP;SOCAPALM;43499
19/02/2025;REGL;LAREGIONALE;42500
19/02/2025;BANGE;BANGE;207300
19/02/2025;SCGRE;SCG-Re;21500
18/02/2025;SEMC;SEMC;46000
18/02/2025;SAF;SAFACAM;26500
18/02/2025;SOCAP;SOCAPALM;43499
18/02/2025;REGL;LAREGIONALE;42500
18/02/2025;BANGE;BANGE;207300
18/02/2025;SCGRE;SCG-Re;21500
24/02/2025;SEMC;SEMC;46000
24/02/2025;SAF;SAFACAM;26500
24/02/2025;SOCAP;SOCAPALM;43499
24/02/2025;REGL;LAREGIONALE;42500
24/02/2025;BANGE;BANGE;207300
24/02/2025;SCGRE;SCG-Re;21500
20/02/2025;SEMC;SEMC;46000
20/02/2025;SAF;SAFACAM;26500
20/02/2025;SOCAP;SOCAPALM;43499
20/02/2025;REGL;LAREGIONALE;42500
20/02/2025;BANGE;BANGE;207300
20/02/2025;SCGRE;SCG-Re;21500
21/02/2025;SEMC;SEMC;46000
21/02/2025;SAF;SAFACAM;26500
21/02/2025;SOCAP;SOCAPALM;43499
21/02/2025;REGL;LAREGIONALE;42500
21/02/2025;BANGE;BANGE;207300
21/02/2025;SCGRE;SCG-Re;21500
25/02/2025;SEMC;SEMC;46000
25/02/2025;SAF;SAFACAM;26500
25/02/2025;SOCAP;SOCAPALM;43499
25/02/2025;REGL;LAREGIONALE;42500
25/02/2025;BANGE;BANGE;207300
25/02/2025;SCGRE;SCG-Re;21500
26/02/2025;SEMC;SEMC;46000
26/02/2025;SAF;SAFACAM;26500
26/02/2025;SOCAP;SOCAPALM;43499
26/02/2025;REGL;LAREGIONALE;42500
26/02/2025;BANGE;BANGE;207300
26/02/2025;SCGRE;SCG-Re;21500
27/02/2025;SEMC;SEMC;46000
27/02/2025;SAF;SAFACAM;26500
27/02/2025;SOCAP;SOCAPALM;43000
27/02/2025;REGL;LAREGIONALE;42500
27/02/2025;BANGE;BANGE;207300
27/02/2025;SCGRE;SCG-Re;21500
28/02/2025;SEMC;SEMC;46000
28/02/2025;SAF;SAFACAM;26500
28/02/2025;SOCAP;SOCAPALM;43000
28/02/2025;REGL;LAREGIONALE;42500
28/02/2025;BANGE;BANGE;207300
28/02/2025;SCGRE;SCG-Re;21500
03/03/2025;SEMC;SEMC;46000
03/03/2025;SAF;SAFACAM;26500
03/03/2025;SOCAP;SOCAPALM;43000
03/03/2025;REGL;LAREGIONALE;42500
03/03/2025;BANGE;BANGE;207300
03/03/2025;SCGRE;SCG-Re;21500
04/03/2025;SEMC;SEMC;46000
04/03/2025;SAF;SAFACAM;26500
04/03/2025;SOCAP;SOCAPALM;43000
04/03/2025;REGL;LAREGIONALE;42500
04/03/2025;BANGE;BANGE;207300
04/03/2025;SCGRE;SCG-Re;21500
05/03/2025;SEMC;SEMC;46000
05/03/2025;SAF;SAFACAM;26500
05/03/2025;SOCAP;SOCAPALM;43000
05/03/2025;REGL;LAREGIONALE;42500
05/03/2025;BANGE;BANGE;207300
05/03/2025;SCGRE;SCG-Re;21500
06/03/2025;SEMC;SEMC;46000
06/03/2025;SAF;SAFACAM;26500
06/03/2025;SOCAP;SOCAPALM;43000
06/03/2025;REGL;LAREGIONALE;42500
06/03/2025;BANGE;BANGE;207300
06/03/2025;SCGRE;SCG-Re;21500
07/03/2025;SEMC;SEMC;46000
07/03/2025;SAF;SAFACAM;26500
07/03/2025;SOCAP;SOCAPALM;43000
07/03/2025;REGL;LAREGIONALE;42500
07/03/2025;BANGE;BANGE;207300
07/03/2025;SCGRE;SCG-Re;21500
10/03/2025;SEMC;SEMC;46000
10/03/2025;SAF;SAFACAM;26500
10/03/2025;SOCAP;SOCAPALM;43000
10/03/2025;REGL;LAREGIONALE;42500
10/03/2025;BANGE;BANGE;207300
10/03/2025;SCGRE;SCG-Re;21500
11/03/2025;SEMC;SEMC;46000
11/03/2025;SAF;SAFACAM;26500
11/03/2025;SOCAP;SOCAPALM;43000
11/03/2025;REGL;LAREGIONALE;42500
11/03/2025;BANGE;BANGE;207300
11/03/2025;SCGRE;SCG-Re;21500
12/03/2025;SEMC;SEMC;46000
12/03/2025;SAF;SAFACAM;26500
12/03/2025;SOCAP;SOCAPALM;43500
12/03/2025;REGL;LAREGIONALE;42500
12/03/2025;BANGE;BANGE;207300
12/03/2025;SCGRE;SCG-Re;21500
13/03/2025;SEMC;SEMC;46000
13/03/2025;SAF;SAFACAM;26500
13/03/2025;SOCAP;SOCAPALM;43500
13/03/2025;REGL;LAREGIONALE;42500
13/03/2025;BANGE;BANGE;207300
13/03/2025;SCGRE;SCG-Re;21500
14/03/2025;SEMC;SEMC;46000
14/03/2025;SAF;SAFACAM;26500
14/03/2025;SOCAP;SOCAPALM;43500
14/03/2025;REGL;LAREGIONALE;42500
14/03/2025;BANGE;BANGE;207300
14/03/2025;SCGRE;SCG-Re;21500
17/03/2025;SEMC;SEMC;46000
17/03/2025;SAF;SAFACAM;26500
17/03/2025;SOCAP;SOCAPALM;43500
17/03/2025;REGL;LAREGIONALE;42500
17/03/2025;BANGE;BANGE;207300
17/03/2025;SCGRE;SCG-Re;21500
18/03/2025;SEMC;SEMC;46000
18/03/2025;SAF;SAFACAM;26500
18/03/2025;SOCAP;SOCAPALM;43500
18/03/2025;REGL;LAREGIONALE;42500
18/03/2025;BANGE;BANGE;207300
18/03/2025;SCGRE;SCG-Re;21500
19/03/2025;SEMC;SEMC;46000
19/03/2025;SAF;SAFACAM;26800
19/03/2025;SOCAP;SOCAPALM;43500
19/03/2025;REGL;LAREGIONALE;42500
19/03/2025;BANGE;BANGE;207300
19/03/2025;SCGRE;SCG-Re;21500
21/03/2025;SEMC;SEMC;46000
21/03/2025;SAF;SAFACAM;26500
21/03/2025;SOCAP;SOCAPALM;43500
21/03/2025;REGL;LAREGIONALE;42500
21/03/2025;BANGE;BANGE;207300
21/03/2025;SCGRE;SCG-Re;21500
20/03/2025;SEMC;SEMC;46000
20/03/2025;SAF;SAFACAM;26500
20/03/2025;SOCAP;SOCAPALM;43500
20/03/2025;REGL;LAREGIONALE;42500
20/03/2025;BANGE;BANGE;207300
20/03/2025;SCGRE;SCG-Re;21500
24/03/2025;SEMC;SEMC;46000
24/03/2025;SAF;SAFACAM;26500
24/03/2025;SOCAP;SOCAPALM;43500
24/03/2025;REGL;LAREGIONALE;42500
24/03/2025;BANGE;BANGE;207300
24/03/2025;SCGRE;SCG-Re;21500
25/03/2025;SEMC;SEMC;46000
25/03/2025;SAF;SAFACAM;26500
25/03/2025;SOCAP;SOCAPALM;43500
25/03/2025;REGL;LAREGIONALE;42500
25/03/2025;BANGE;BANGE;207300
25/03/2025;SCGRE;SCG-Re;21500
26/03/2025;SEMC;SEMC;46000
26/03/2025;SAF;SAFACAM;26500
26/03/2025;SOCAP;SOCAPALM;43000
26/03/2025;REGL;LAREGIONALE;42500
26/03/2025;BANGE;BANGE;207300
26/03/2025;SCGRE;SCG-Re;21500
27/03/2025;SEMC;SEMC;45000
27/03/2025;SAF;SAFACAM;26500
27/03/2025;SOCAP;SOCAPALM;43000
27/03/2025;REGL;LAREGIONALE;42500
27/03/2025;BANGE;BANGE;207300
27/03/2025;SCGRE;SCG-Re;21500
28/03/2025;SEMC;SEMC;45000
28/03/2025;SAF;SAFACAM;26500
28/03/2025;SOCAP;SOCAPALM;43000
28/03/2025;REGL;LAREGIONALE;42500
28/03/2025;BANGE;BANGE;207300
28/03/2025;SCGRE;SCG-Re;21500
01/04/2025;SEMC;SEMC;45000
01/04/2025;SAF;SAFACAM;25000
01/04/2025;SOCAP;SOCAPALM;43000
01/04/2025;REGL;LAREGIONALE;42500
01/04/2025;BANGE;BANGE;207300
01/04/2025;SCGRE;SCG-Re;21500
01/04/2025;SAF;SAFACAM;25000
01/04/2025;SOCAP;SOCAPALM;43000
01/04/2025;REG;LAREGIONALE;42500
01/04/2025;SCGRE;SCG-Re;21500
02/04/2025;SEMC;SEMC;45000
02/04/2025;SAF;SAFACAM;25000
02/04/2025;SOCAP;SOCAPALM;43000
02/04/2025;REGL;LAREGIONALE;42500
02/04/2025;BANGE;BANGE;207300
02/04/2025;SCGRE;SCG-Re;21500
04/04/2025;SEMC;SEMC;45000
04/04/2025;SAF;SAFACAM;26500
04/04/2025;SOCAP;SOCAPALM;43000
04/04/2025;REGL;LAREGIONALE;42500
04/04/2025;BANGE;BANGE;207300
04/04/2025;SCGRE;SCG-Re;21500
03/04/2025;SEMC;SEMC;45000
03/04/2025;SAF;SAFACAM;26500
03/04/2025;SOCAP;SOCAPALM;43000
03/04/2025;REGL;LAREGIONALE;42500
03/04/2025;BANGE;BANGE;207300
03/04/2025;SCGRE;SCG-Re;21500
08/04/2025;SEMC;SEMC;45000
08/04/2025;SAF;SAFACAM;26500
08/04/2025;SOCAP;SOCAPALM;43000
08/04/2025;REGL;LAREGIONALE;42500
08/04/2025;BANGE;BANGE;207300
08/04/2025;SCGRE;SCG-Re;21500
10/04/2025;SEMC;SEMC;45000
10/04/2025;SAF;SAFACAM;26500
10/04/2025;SOCAP;SOCAPALM;43000
10/04/2025;REGL;LAREGIONALE;42500
10/04/2025;BANGE;BANGE;207300
10/04/2025;SCGRE;SCG-Re;21500
07/04/2025;SEMC;SEMC;45000
07/04/2025;SAF;SAFACAM;26500
07/04/2025;SOCAP;SOCAPALM;43000
07/04/2025;REGL;LAREGIONALE;42500
07/04/2025;BANGE;BANGE;207300
07/04/2025;SCGRE;SCG-Re;21500
09/04/2025;SEMC;SEMC;45000
09/04/2025;SAF;SAFACAM;26500
09/04/2025;SOCAP;SOCAPALM;43000
09/04/2025;REGL;LAREGIONALE;42500
09/04/2025;BANGE;BANGE;207300
09/04/2025;SCGRE;SCG-Re;21500
11/04/2025;SEMC;SEMC;45000
11/04/2025;SAF;SAFACAM;26800
11/04/2025;SOCAP;SOCAPALM;43000
11/04/2025;REGL;LAREGIONALE;42500
11/04/2025;BANGE;BANGE;207300
11/04/2025;SCGRE;SCG-Re;21500
14/04/2025;SEMC;SEMC;45000
14/04/2025;SAF;SAFACAM;26800
14/04/2025;SOCAP;SOCAPALM;43000
14/04/2025;REGL;LAREGIONALE;42500
14/04/2025;BANGE;BANGE;207300
14/04/2025;SCGRE;SCG-Re;21500
16/04/2025;SEMC;SEMC;45000
16/04/2025;SAF;SAFACAM;26800
16/04/2025;SOCAP;SOCAPALM;43000
16/04/2025;REGL;LAREGIONALE;42500
16/04/2025;BANGE;BANGE;207300
16/04/2025;SCGRE;SCG-Re;21500
15/04/2025;SEMC;SEMC;45000
15/04/2025;SAF;SAFACAM;26800
15/04/2025;SOCAP;SOCAPALM;43000
15/04/2025;REGL;LAREGIONALE;42500
15/04/2025;BANGE;BANGE;207300
15/04/2025;SCGRE;SCG-Re;21500
21/04/2025;SEMC;SEMC;45000
21/04/2025;SAF;SAFACAM;26800
21/04/2025;SOCAP;SOCAPALM;43000
21/04/2025;REGL;LAREGIONALE;42500
21/04/2025;BANGE;BANGE;207300
21/04/2025;SCGRE;SCG-Re;21500
17/04/2025;SEMC;SEMC;45000
17/04/2025;SAF;SAFACAM;26800
17/04/2025;SOCAP;SOCAPALM;43000
17/04/2025;REGL;LAREGIONALE;42500
17/04/2025;BANGE;BANGE;207300
17/04/2025;SCGRE;SCG-Re;21500
22/04/2025;SEMC;SEMC;45000
22/04/2025;SAF;SAFACAM;26800
22/04/2025;SOCAP;SOCAPALM;43000
22/04/2025;REGL;LAREGIONALE;42500
22/04/2025;BANGE;BANGE;207300
22/04/2025;SCGRE;SCG-Re;21500
23/04/2025;SEMC;SEMC;45000
23/04/2025;SAF;SAFACAM;26800
23/04/2025;SOCAP;SOCAPALM;43000
23/04/2025;REGL;LAREGIONALE;42500
23/04/2025;BANGE;BANGE;207300
23/04/2025;SCGRE;SCG-Re;21500
24/04/2025;SEMC;SEMC;45000
24/04/2025;SAF;SAFACAM;26800
24/04/2025;SOCAP;SOCAPALM;43000
24/04/2025;REGL;LAREGIONALE;42500
24/04/2025;BANGE;BANGE;207300
24/04/2025;SCGRE;SCG-Re;21500
25/04/2025;SEMC;SEMC;45000
25/04/2025;SAF;SAFACAM;26800
25/04/2025;SOCAP;SOCAPALM;43000
25/04/2025;REGL;LAREGIONALE;42500
25/04/2025;BANGE;BANGE;207300
25/04/2025;SCGRE;SCG-Re;21500
29/04/2025;SEMC;SEMC;45000
29/04/2025;SAF;SAFACAM;26800
29/04/2025;SOCAP;SOCAPALM;43000
29/04/2025;REGL;LAREGIONALE;42500
29/04/2025;BANGE;BANGE;207300
29/04/2025;SCGRE;SCG-Re;21500
28/04/2025;SEMC;SEMC;45000
28/04/2025;SAF;SAFACAM;26800
28/04/2025;SOCAP;SOCAPALM;43000
28/04/2025;REGL;LAREGIONALE;42500
28/04/2025;BANGE;BANGE;207300
28/04/2025;SCGRE;SCG-Re;21500
30/04/2025;SEMC;SEMC;45000
30/04/2025;SAF;SAFACAM;26800
30/04/2025;SOCAP;SOCAPALM;43000
30/04/2025;REGL;LAREGIONALE;42500
30/04/2025;BANGE;BANGE;207300
30/04/2025;SCGRE;SCG-Re;21500
02/05/2025;SEMC;SEMC;45000
02/05/2025;SAF;SAFACAM;26800
02/05/2025;SOCAP;SOCAPALM;43000
02/05/2025;REGL;LAREGIONALE;42500
02/05/2025;BANGE;BANGE;207300
02/05/2025;SCGRE;SCG-Re;21500
05/05/2025;SEMC;SEMC;45000
05/05/2025;SAF;SAFACAM;26800
05/05/2025;SOCAP;SOCAPALM;43000
05/05/2025;REGL;LAREGIONALE;42500
05/05/2025;BANGE;BANGE;207300
05/05/2025;SCGRE;SCG-Re;21500
06/05/2025;SEMC;SEMC;46000
06/05/2025;SAF;SAFACAM;26500
06/05/2025;SOCAP;SOCAPALM;43000
06/05/2025;REGL;LAREGIONALE;42500
06/05/2025;BANGE;BANGE;207300
06/05/2025;SCGRE;SCG-Re;21500
07/05/2025;SEMC;SEMC;45000
07/05/2025;SAF;SAFACAM;26500
07/05/2025;SOCAP;SOCAPALM;43000
07/05/2025;REGL;LAREGIONALE;42500
07/05/2025;BANGE;BANGE;207300
07/05/2025;SCGRE;SCG-Re;21500
08/05/2025;SEMC;SEMC;45000
08/05/2025;SAF;SAFACAM;26500
08/05/2025;SOCAP;SOCAPALM;43000
08/05/2025;REGL;LAREGIONALE;42500
08/05/2025;BANGE;BANGE;207300
08/05/2025;SCGRE;SCG-Re;21500
09/05/2025;SEMC;SEMC;45000
09/05/2025;SAF;SAFACAM;26500
09/05/2025;SOCAP;SOCAPALM;43000
09/05/2025;REGL;LAREGIONALE;42500
09/05/2025;BANGE;BANGE;207300
09/05/2025;SCGRE;SCG-Re;21500
13/05/2025;SEMC;SEMC;46000
13/05/2025;SAF;SAFACAM;26500
13/05/2025;SOCAP;SOCAPALM;45000
13/05/2025;REGL;LAREGIONALE;42500
13/05/2025;BANGE;BANGE;207300
13/05/2025;SCGRE;SCG-Re;21500
12/05/2025;SEMC;SEMC;45000
12/05/2025;SAF;SAFACAM;26500
12/05/2025;SOCAP;SOCAPALM;43000
12/05/2025;REGL;LAREGIONALE;42500
12/05/2025;BANGE;BANGE;207300
12/05/2025;SCGRE;SCG-Re;21500
14/05/2025;SEMC;SEMC;46000
14/05/2025;SAF;SAFACAM;26500
14/05/2025;SOCAP;SOCAPALM;45000
14/05/2025;REGL;LAREGIONALE;42500
14/05/2025;BANGE;BANGE;207300
14/05/2025;SCGRE;SCG-Re;21500
15/05/2025;SEMC;SEMC;46000
15/05/2025;SAF;SAFACAM;26499
15/05/2025;SOCAP;SOCAPALM;45000
15/05/2025;REGL;LAREGIONALE;42500
15/05/2025;BANGE;BANGE;207300
15/05/2025;SCGRE;SCG-Re;21500
16/05/2025;SEMC;SEMC;46000
16/05/2025;SAF;SAFACAM;26499
16/05/2025;SOCAP;SOCAPALM;45000
16/05/2025;REGL;LAREGIONALE;42500
16/05/2025;BANGE;BANGE;207300
16/05/2025;SCGRE;SCG-Re;21500
21/05/2025;SEMC;SEMC;46000
21/05/2025;SAF;SAFACAM;26499
21/05/2025;SOCAP;SOCAPALM;45000
21/05/2025;REGL;LAREGIONALE;42500
21/05/2025;BANGE;BANGE;207300
21/05/2025;SCGRE;SCG-Re;21500
22/05/2025;SEMC;SEMC;46000
22/05/2025;SAF;SAFACAM;26499
22/05/2025;SOCAP;SOCAPALM;45000
22/05/2025;REGL;LAREGIONALE;42500
22/05/2025;BANGE;BANGE;207300
22/05/2025;SCGRE;SCG-Re;21500
23/05/2025;SEMC;SEMC;46000
23/05/2025;SAF;SAFACAM;26499
23/05/2025;SOCAP;SOCAPALM;45000
23/05/2025;REGL;LAREGIONALE;42500
23/05/2025;BANGE;BANGE;207300
23/05/2025;SCGRE;SCG-Re;21500
26/05/2025;SEMC;SEMC;46000
26/05/2025;SAF;SAFACAM;26499
26/05/2025;SOCAP;SOCAPALM;45000
26/05/2025;REGL;LAREGIONALE;42500
26/05/2025;BANGE;BANGE;207300
26/05/2025;SCGRE;SCG-Re;21500
27/05/2025;SEMC;SEMC;46000
27/05/2025;SAF;SAFACAM;26500
27/05/2025;SOCAP;SOCAPALM;45000
27/05/2025;REGL;LAREGIONALE;42500
27/05/2025;BANGE;BANGE;207300
27/05/2025;SCGRE;SCG-Re;21500
28/05/2025;SEMC;SEMC;46000
28/05/2025;SAF;SAFACAM;26500
28/05/2025;SOCAP;SOCAPALM;45000
28/05/2025;REGL;LAREGIONALE;42500
28/05/2025;BANGE;BANGE;207300
28/05/2025;SCGRE;SCG-Re;21500
30/05/2025;SEMC;SEMC;46000
30/05/2025;SAF;SAFACAM;26500
30/05/2025;SOCAP;SOCAPALM;45000
30/05/2025;REG;LAREGIONALE;42500
30/05/2025;BANGE;BANGE;207300
30/05/2025;SCGRE;SCG-Re;21500
02/06/2025;SEMC;SEMC;46500
02/06/2025;SAF;SAFACAM;26500
02/06/2025;SOCAP;SOCAPALM;45000
02/06/2025;REG;LAREGIONALE;42500
02/06/2025;BANGE;BANGE;207300
02/06/2025;SCGRE;SCG-Re;21500
02/06/2025;SAF;SAFACAM;26500
02/06/2025;SOCAP;SOCAPALM;45000
02/06/2025;REG;LAREGIONALE;42500
02/06/2025;SCGRE;SCG-Re;21500
03/06/2025;SEMC;SEMC;46500
03/06/2025;SAF;SAFACAM;26500
03/06/2025;SOCAP;SOCAPALM;45000
03/06/2025;REG;LAREGIONALE;42500
03/06/2025;BANGE;BANGE;207300
03/06/2025;SCGRE;SCG-Re;21500
04/06/2025;SEMC;SEMC;46500
04/06/2025;SAF;SAFACAM;26500
04/06/2025;SOCAP;SOCAPALM;45000
04/06/2025;REG;LAREGIONALE;42500
04/06/2025;BANGE;BANGE;207300
04/06/2025;SCGRE;SCG-Re;21500
09/06/2025;SEMC;SEMC;50000
09/06/2025;SAF;SAFACAM;26500
09/06/2025;SOCAP;SOCAPALM;45000
09/06/2025;REG;LAREGIONALE;42500
09/06/2025;BANGE;BANGE;207300
09/06/2025;SCGRE;SCG-Re;21500
10/06/2025;SEMC;SEMC;50000
10/06/2025;SAF;SAFACAM;26500
10/06/2025;SOCAP;SOCAPALM;45000
10/06/2025;REG;LAREGIONALE;42500
10/06/2025;BANGE;BANGE;207300
10/06/2025;SCGRE;SCG-Re;21500
05/06/2025;SEMC;SEMC;50000
05/06/2025;SAF;SAFACAM;26500
05/06/2025;SOCAP;SOCAPALM;45000
05/06/2025;REG;LAREGIONALE;42500
05/06/2025;BANGE;BANGE;207300
05/06/2025;SCGRE;SCG-Re;21500
11/06/2025;SEMC;SEMC;50000
11/06/2025;SAF;SAFACAM;26500
11/06/2025;SOCAP;SOCAPALM;45000
11/06/2025;REG;LAREGIONALE;42500
11/06/2025;BANGE;BANGE;207300
11/06/2025;SCGRE;SCG-Re;21500
12/06/2025;SEMC;SEMC;50000
12/06/2025;SAF;SAFACAM;26500
12/06/2025;SOCAP;SOCAPALM;45000
12/06/2025;REG;LAREGIONALE;42500
12/06/2025;BANGE;BANGE;207300
12/06/2025;SCGRE;SCG-Re;21500
13/06/2025;SEMC;SEMC;50000
13/06/2025;SAF;SAFACAM;26500
13/06/2025;SOCAP;SOCAPALM;45000
13/06/2025;REG;LAREGIONALE;42500
13/06/2025;BANGE;BANGE;207300
13/06/2025;SCGRE;SCG-Re;21500
16/06/2025;SEMC;SEMC;50000
16/06/2025;SAF;SAFACAM;26500
16/06/2025;SOCAP;SOCAPALM;45000
16/06/2025;REG;LAREGIONALE;43000
16/06/2025;BANGE;BANGE;207300
16/06/2025;SCGRE;SCG-Re;21500
18/06/2025;SEMC;SEMC;50000
18/06/2025;SAF;SAFACAM;26500
18/06/2025;SOCAP;SOCAPALM;45000
18/06/2025;REG;LAREGIONALE;43000
18/06/2025;BANGE;BANGE;207300
18/06/2025;SCGRE;SCG-Re;21500
17/06/2025;SEMC;SEMC;50000
17/06/2025;SAF;SAFACAM;26500
17/06/2025;SOCAP;SOCAPALM;45000
17/06/2025;REG;LAREGIONALE;43000
17/06/2025;BANGE;BANGE;207300
17/06/2025;SCGRE;SCG-Re;21500
19/06/2025;SEMC;SEMC;50000
19/06/2025;SAF;SAFACAM;26500
19/06/2025;SOCAP;SOCAPALM;45000
19/06/2025;REG;LAREGIONALE;43000
19/06/2025;BANGE;BANGE;207300
19/06/2025;SCGRE;SCG-Re;21500
20/06/2025;SEMC;SEMC;50000
20/06/2025;SAF;SAFACAM;26500
20/06/2025;SOCAP;SOCAPALM;45000
20/06/2025;REG;LAREGIONALE;42500
20/06/2025;BANGE;BANGE;207300
20/06/2025;SCGRE;SCG-Re;21500
23/06/2025;SEMC;SEMC;50000
23/06/2025;SAF;SAFACAM;26500
23/06/2025;SOCAP;SOCAPALM;45000
23/06/2025;REG;LAREGIONALE;42500
23/06/2025;BANGE;BANGE;207300
23/06/2025;SCGRE;SCG-Re;21500
24/06/2025;SEMC;SEMC;50000
24/06/2025;SAF;SAFACAM;26500
24/06/2025;SOCAP;SOCAPALM;45000
24/06/2025;REG;LAREGIONALE;42500
24/06/2025;BANGE;BANGE;207300
24/06/2025;SCGRE;SCG-Re;21500
25/06/2025;SEMC;SEMC;50000
25/06/2025;SAF;SAFACAM;26500
25/06/2025;SOCAP;SOCAPALM;45000
25/06/2025;REG;LAREGIONALE;42500
25/06/2025;BANGE;BANGE;207300
25/06/2025;SCGRE;SCG-Re;21500
26/06/2025;SEMC;SEMC;50000
26/06/2025;SAF;SAFACAM;26500
26/06/2025;SOCAP;SOCAPALM;45000
